Exporting Country,Year,Exports in Millions,Importing Country
Singapore,2009,,Kuwait
Soviet Union,2009,,Kuwait
Switzerland,2009,,Kuwait
United Kingdom,2009,,Kuwait
United States,2009,1,Kuwait
Yugoslavia,2009,,Kuwait
Australia,2010,,Kuwait
Austria,2010,,Kuwait
Belgium,2010,,Kuwait
China,2010,,Kuwait
Egypt,2010,,Kuwait
France,2010,,Kuwait
Germany (FRG),2010,,Kuwait
Italy,2010,9,Kuwait
Norway,2010,,Kuwait
Russia,2010,36,Kuwait
Singapore,2010,,Kuwait
Soviet Union,2010,,Kuwait
Switzerland,2010,,Kuwait
United Kingdom,2010,3,Kuwait
United States,2010,37,Kuwait
Yugoslavia,2010,,Kuwait
Australia,2011,,Kuwait
Austria,2011,,Kuwait
Belgium,2011,,Kuwait
China,2011,,Kuwait
Egypt,2011,,Kuwait
France,2011,,Kuwait
Germany (FRG),2011,,Kuwait
Italy,2011,9,Kuwait
Norway,2011,,Kuwait
Russia,2011,65,Kuwait
Singapore,2011,,Kuwait
Soviet Union,2011,,Kuwait
Switzerland,2011,,Kuwait
United Kingdom,2011,3,Kuwait
United States,2011,36,Kuwait
Yugoslavia,2011,,Kuwait
Australia,2012,,Kuwait
Austria,2012,,Kuwait
Belgium,2012,,Kuwait
China,2012,,Kuwait
Egypt,2012,,Kuwait
France,2012,,Kuwait
Germany (FRG),2012,,Kuwait
Italy,2012,9,Kuwait
Norway,2012,,Kuwait
Russia,2012,,Kuwait
Singapore,2012,,Kuwait
Soviet Union,2012,,Kuwait
Switzerland,2012,,Kuwait
United Kingdom,2012,,Kuwait
United States,2012,22,Kuwait
Yugoslavia,2012,,Kuwait
Australia,2013,,Kuwait
Austria,2013,13,Kuwait
Belgium,2013,,Kuwait
China,2013,,Kuwait
Egypt,2013,,Kuwait
France,2013,,Kuwait
Germany (FRG),2013,,Kuwait
Italy,2013,9,Kuwait
Norway,2013,,Kuwait
Russia,2013,,Kuwait
Singapore,2013,,Kuwait
Soviet Union,2013,,Kuwait
Switzerland,2013,,Kuwait
United Kingdom,2013,,Kuwait
United States,2013,52,Kuwait
Yugoslavia,2013,,Kuwait
Australia,2014,,Kuwait
Austria,2014,11,Kuwait
Belgium,2014,,Kuwait
China,2014,,Kuwait
Egypt,2014,,Kuwait
France,2014,,Kuwait
Germany (FRG),2014,,Kuwait
Italy,2014,,Kuwait
Norway,2014,,Kuwait
Russia,2014,,Kuwait
Singapore,2014,,Kuwait
Soviet Union,2014,,Kuwait
Switzerland,2014,,Kuwait
United Kingdom,2014,,Kuwait
United States,2014,681,Kuwait
Yugoslavia,2014,,Kuwait
Australia,2015,,Kuwait
Austria,2015,,Kuwait
Belgium,2015,,Kuwait
China,2015,,Kuwait
Egypt,2015,,Kuwait
France,2015,,Kuwait
Germany (FRG),2015,,Kuwait
Italy,2015,,Kuwait
Norway,2015,1,Kuwait
Russia,2015,48,Kuwait
Singapore,2015,,Kuwait
Soviet Union,2015,,Kuwait
Switzerland,2015,,Kuwait
United Kingdom,2015,,Kuwait
United States,2015,311,Kuwait
Yugoslavia,2015,,Kuwait
Australia,2016,,Kuwait
Austria,2016,,Kuwait
Belgium,2016,,Kuwait
China,2016,,Kuwait
Egypt,2016,,Kuwait
France,2016,9,Kuwait
Germany (FRG),2016,,Kuwait
Italy,2016,,Kuwait
Norway,2016,,Kuwait
Russia,2016,,Kuwait
Singapore,2016,,Kuwait
Soviet Union,2016,,Kuwait
Switzerland,2016,20,Kuwait
United Kingdom,2016,,Kuwait
United States,2016,165,Kuwait
Yugoslavia,2016,,Kuwait
Belgium,1988,,Lebanon
France,1988,,Lebanon
Germany (FRG),1988,,Lebanon
Italy,1988,,Lebanon
Jordan,1988,,Lebanon
Syria,1988,,Lebanon
UAE,1988,,Lebanon
United States,1988,,Lebanon
Belgium,1989,,Lebanon
France,1989,,Lebanon
Germany (FRG),1989,,Lebanon
Italy,1989,,Lebanon
Jordan,1989,,Lebanon
Syria,1989,,Lebanon
UAE,1989,,Lebanon
United States,1989,,Lebanon
Belgium,1990,,Lebanon
France,1990,,Lebanon
Germany (FRG),1990,,Lebanon
Italy,1990,,Lebanon
Jordan,1990,,Lebanon
Syria,1990,,Lebanon
UAE,1990,,Lebanon
United States,1990,,Lebanon
Belgium,1991,,Lebanon
France,1991,,Lebanon
Germany (FRG),1991,,Lebanon
Italy,1991,,Lebanon
Jordan,1991,,Lebanon
Syria,1991,,Lebanon
UAE,1991,,Lebanon
United States,1991,,Lebanon
Belgium,1992,,Lebanon
France,1992,,Lebanon
Germany (FRG),1992,,Lebanon
Italy,1992,,Lebanon
Jordan,1992,,Lebanon
Syria,1992,40,Lebanon
UAE,1992,,Lebanon
United States,1992,,Lebanon
Belgium,1993,,Lebanon
France,1993,,Lebanon
Germany (FRG),1993,,Lebanon
Italy,1993,,Lebanon
Jordan,1993,,Lebanon
Syria,1993,40,Lebanon
UAE,1993,,Lebanon
United States,1993,,Lebanon
Belgium,1994,,Lebanon
France,1994,,Lebanon
Germany (FRG),1994,,Lebanon
Italy,1994,,Lebanon
Jordan,1994,,Lebanon
Syria,1994,,Lebanon
UAE,1994,,Lebanon
United States,1994,18,Lebanon
Belgium,1995,,Lebanon
France,1995,,Lebanon
Germany (FRG),1995,,Lebanon
Italy,1995,,Lebanon
Jordan,1995,,Lebanon
Syria,1995,,Lebanon
UAE,1995,,Lebanon
United States,1995,42,Lebanon
Belgium,1996,,Lebanon
France,1996,,Lebanon
Germany (FRG),1996,,Lebanon
Italy,1996,,Lebanon
Jordan,1996,,Lebanon
Syria,1996,,Lebanon
UAE,1996,,Lebanon
United States,1996,27,Lebanon
Belgium,1997,,Lebanon
France,1997,,Lebanon
Germany (FRG),1997,,Lebanon
Italy,1997,,Lebanon
Jordan,1997,,Lebanon
Syria,1997,,Lebanon
UAE,1997,,Lebanon
United States,1997,9,Lebanon
Belgium,1998,,Lebanon
France,1998,,Lebanon
Germany (FRG),1998,,Lebanon
Italy,1998,,Lebanon
Jordan,1998,,Lebanon
Syria,1998,,Lebanon
UAE,1998,,Lebanon
United States,1998,7,Lebanon
Belgium,1999,,Lebanon
France,1999,,Lebanon
Germany (FRG),1999,,Lebanon
Italy,1999,,Lebanon
Jordan,1999,,Lebanon
Syria,1999,,Lebanon
UAE,1999,,Lebanon
United States,1999,4,Lebanon
Belgium,2000,,Lebanon
France,2000,,Lebanon
Germany (FRG),2000,,Lebanon
Italy,2000,,Lebanon
Jordan,2000,,Lebanon
Syria,2000,,Lebanon
UAE,2000,,Lebanon
United States,2000,4,Lebanon
Belgium,2001,,Lebanon
France,2001,,Lebanon
Germany (FRG),2001,,Lebanon
Italy,2001,,Lebanon
Jordan,2001,,Lebanon
Syria,2001,,Lebanon
UAE,2001,,Lebanon
United States,2001,,Lebanon
Belgium,2002,,Lebanon
France,2002,,Lebanon
Germany (FRG),2002,,Lebanon
Italy,2002,,Lebanon
Jordan,2002,,Lebanon
Syria,2002,,Lebanon
UAE,2002,,Lebanon
United States,2002,,Lebanon
Belgium,2003,,Lebanon
France,2003,,Lebanon
Germany (FRG),2003,,Lebanon
Italy,2003,,Lebanon
Jordan,2003,,Lebanon
Syria,2003,,Lebanon
UAE,2003,,Lebanon
United States,2003,,Lebanon
Belgium,2004,,Lebanon
France,2004,,Lebanon
Germany (FRG),2004,,Lebanon
Italy,2004,,Lebanon
Jordan,2004,,Lebanon
Syria,2004,,Lebanon
UAE,2004,,Lebanon
United States,2004,,Lebanon
Belgium,2005,,Lebanon
France,2005,,Lebanon
Germany (FRG),2005,,Lebanon
Italy,2005,,Lebanon
Jordan,2005,,Lebanon
Syria,2005,,Lebanon
UAE,2005,,Lebanon
United States,2005,1,Lebanon
Belgium,2006,,Lebanon
France,2006,,Lebanon
Germany (FRG),2006,,Lebanon
Italy,2006,,Lebanon
Jordan,2006,,Lebanon
Syria,2006,,Lebanon
UAE,2006,,Lebanon
United States,2006,,Lebanon
Belgium,2007,,Lebanon
France,2007,,Lebanon
Germany (FRG),2007,2,Lebanon
Italy,2007,,Lebanon
Jordan,2007,,Lebanon
Syria,2007,,Lebanon
UAE,2007,3,Lebanon
United States,2007,,Lebanon
Belgium,2008,,Lebanon
France,2008,,Lebanon
Germany (FRG),2008,1,Lebanon
Italy,2008,,Lebanon
Jordan,2008,,Lebanon
Syria,2008,,Lebanon
UAE,2008,,Lebanon
United States,2008,,Lebanon
Belgium,2009,7,Lebanon
France,2009,1,Lebanon
Germany (FRG),2009,,Lebanon
Italy,2009,,Lebanon
Jordan,2009,28,Lebanon
Syria,2009,,Lebanon
UAE,2009,,Lebanon
United States,2009,16,Lebanon
Belgium,2010,2,Lebanon
France,2010,,Lebanon
Germany (FRG),2010,,Lebanon
Italy,2010,,Lebanon
Jordan,2010,28,Lebanon
Syria,2010,,Lebanon
UAE,2010,24,Lebanon
United States,2010,10,Lebanon
Belgium,2011,,Lebanon
France,2011,1,Lebanon
Germany (FRG),2011,,Lebanon
Italy,2011,,Lebanon
Jordan,2011,,Lebanon
Syria,2011,,Lebanon
UAE,2011,,Lebanon
United States,2011,,Lebanon
Belgium,2012,,Lebanon
France,2012,,Lebanon
Germany (FRG),2012,,Lebanon
Italy,2012,,Lebanon
Jordan,2012,,Lebanon
Syria,2012,,Lebanon
UAE,2012,,Lebanon
United States,2012,31,Lebanon
Belgium,2013,,Lebanon
France,2013,3,Lebanon
Germany (FRG),2013,,Lebanon
Italy,2013,,Lebanon
Jordan,2013,,Lebanon
Syria,2013,,Lebanon
UAE,2013,,Lebanon
United States,2013,21,Lebanon
Belgium,2014,,Lebanon
France,2014,,Lebanon
Germany (FRG),2014,,Lebanon
Italy,2014,1,Lebanon
Jordan,2014,,Lebanon
Syria,2014,,Lebanon
UAE,2014,,Lebanon
United States,2014,5,Lebanon
Belgium,2015,,Lebanon
France,2015,0,Lebanon
Germany (FRG),2015,,Lebanon
Italy,2015,1,Lebanon
Jordan,2015,18,Lebanon
Syria,2015,,Lebanon
UAE,2015,,Lebanon
United States,2015,31,Lebanon
Belgium,2016,,Lebanon
France,2016,,Lebanon
Germany (FRG),2016,,Lebanon
Italy,2016,2,Lebanon
Jordan,2016,,Lebanon
Syria,2016,,Lebanon
UAE,2016,,Lebanon
United States,2016,30,Lebanon
Australia,1988,,Oman
Canada,1988,,Oman
China,1988,,Oman
Denmark,1988,,Oman
Egypt,1988,1,Oman
France,1988,,Oman
Germany (FRG),1988,0,Oman
Italy,1988,,Oman
Netherlands,1988,,Oman
Norway,1988,,Oman
Pakistan,1988,,Oman
Qatar,1988,,Oman
Singapore,1988,,Oman
South Africa,1988,,Oman
Spain,1988,,Oman
Sweden,1988,,Oman
Switzerland,1988,,Oman
UAE,1988,,Oman
United Kingdom,1988,13,Oman
United States,1988,,Oman
Australia,1989,,Oman
Canada,1989,,Oman
China,1989,,Oman
Denmark,1989,,Oman
Egypt,1989,,Oman
France,1989,20,Oman
Germany (FRG),1989,,Oman
Italy,1989,5,Oman
Netherlands,1989,,Oman
Norway,1989,,Oman
Pakistan,1989,,Oman
Qatar,1989,,Oman
Singapore,1989,,Oman
South Africa,1989,,Oman
Spain,1989,,Oman
Sweden,1989,3,Oman
Switzerland,1989,0,Oman
UAE,1989,,Oman
United Kingdom,1989,87,Oman
United States,1989,,Oman
Australia,1990,,Oman
Canada,1990,,Oman
China,1990,,Oman
Denmark,1990,,Oman
Egypt,1990,2,Oman
France,1990,,Oman
Germany (FRG),1990,0,Oman
Italy,1990,,Oman
Netherlands,1990,,Oman
Norway,1990,,Oman
Pakistan,1990,,Oman
Qatar,1990,,Oman
Singapore,1990,,Oman
South Africa,1990,,Oman
Spain,1990,,Oman
Sweden,1990,,Oman
Switzerland,1990,,Oman
UAE,1990,,Oman
United Kingdom,1990,11,Oman
United States,1990,36,Oman
Australia,1991,,Oman
Canada,1991,,Oman
China,1991,,Oman
Denmark,1991,,Oman
Egypt,1991,,Oman
France,1991,,Oman
Germany (FRG),1991,,Oman
Italy,1991,,Oman
Netherlands,1991,,Oman
Norway,1991,,Oman
Pakistan,1991,,Oman
Qatar,1991,,Oman
Singapore,1991,,Oman
South Africa,1991,,Oman
Spain,1991,,Oman
Sweden,1991,,Oman
Switzerland,1991,,Oman
UAE,1991,,Oman
United Kingdom,1991,,Oman
United States,1991,,Oman
Australia,1992,,Oman
Canada,1992,,Oman
China,1992,,Oman
Denmark,1992,,Oman
Egypt,1992,,Oman
France,1992,,Oman
Germany (FRG),1992,,Oman
Italy,1992,,Oman
Netherlands,1992,,Oman
Norway,1992,,Oman
Pakistan,1992,,Oman
Qatar,1992,,Oman
Singapore,1992,,Oman
South Africa,1992,,Oman
Spain,1992,,Oman
Sweden,1992,,Oman
Switzerland,1992,,Oman
UAE,1992,,Oman
United Kingdom,1992,,Oman
United States,1992,,Oman
Australia,1993,,Oman
Canada,1993,,Oman
China,1993,,Oman
Denmark,1993,,Oman
Egypt,1993,,Oman
France,1993,,Oman
Germany (FRG),1993,,Oman
Italy,1993,,Oman
Netherlands,1993,,Oman
Norway,1993,,Oman
Pakistan,1993,,Oman
Qatar,1993,40,Oman
Singapore,1993,,Oman
South Africa,1993,,Oman
Spain,1993,,Oman
Sweden,1993,,Oman
Switzerland,1993,,Oman
UAE,1993,,Oman
United Kingdom,1993,10,Oman
United States,1993,6,Oman
Australia,1994,,Oman
Canada,1994,,Oman
China,1994,,Oman
Denmark,1994,,Oman
Egypt,1994,,Oman
France,1994,,Oman
Germany (FRG),1994,,Oman
Italy,1994,,Oman
Netherlands,1994,,Oman
Norway,1994,,Oman
Pakistan,1994,1,Oman
Qatar,1994,,Oman
Singapore,1994,,Oman
South Africa,1994,9,Oman
Spain,1994,,Oman
Sweden,1994,,Oman
Switzerland,1994,,Oman
UAE,1994,,Oman
United Kingdom,1994,119,Oman
United States,1994,16,Oman
Australia,1995,,Oman
Canada,1995,,Oman
China,1995,,Oman
Denmark,1995,,Oman
Egypt,1995,,Oman
France,1995,38,Oman
Germany (FRG),1995,,Oman
Italy,1995,,Oman
Netherlands,1995,,Oman
Norway,1995,,Oman
Pakistan,1995,,Oman
Qatar,1995,,Oman
Singapore,1995,,Oman
South Africa,1995,,Oman
Spain,1995,,Oman
Sweden,1995,5,Oman
Switzerland,1995,8,Oman
UAE,1995,,Oman
United Kingdom,1995,218,Oman
United States,1995,10,Oman
Australia,1996,,Oman
Canada,1996,,Oman
China,1996,,Oman
Denmark,1996,,Oman
Egypt,1996,,Oman
France,1996,54,Oman
Germany (FRG),1996,,Oman
Italy,1996,3,Oman
Netherlands,1996,11,Oman
Norway,1996,,Oman
Pakistan,1996,,Oman
Qatar,1996,,Oman
Singapore,1996,,Oman
South Africa,1996,27,Oman
Spain,1996,,Oman
Sweden,1996,3,Oman
Switzerland,1996,25,Oman
UAE,1996,,Oman
United Kingdom,1996,142,Oman
United States,1996,27,Oman
Australia,1997,,Oman
Canada,1997,,Oman
China,1997,,Oman
Denmark,1997,,Oman
Egypt,1997,,Oman
France,1997,40,Oman
Germany (FRG),1997,,Oman
Italy,1997,3,Oman
Netherlands,1997,11,Oman
Norway,1997,,Oman
Pakistan,1997,,Oman
Qatar,1997,,Oman
Singapore,1997,,Oman
South Africa,1997,,Oman
Spain,1997,,Oman
Sweden,1997,,Oman
Switzerland,1997,,Oman
UAE,1997,,Oman
United Kingdom,1997,105,Oman
United States,1997,5,Oman
Australia,1998,,Oman
Canada,1998,,Oman
China,1998,,Oman
Denmark,1998,,Oman
Egypt,1998,,Oman
France,1998,1,Oman
Germany (FRG),1998,,Oman
Italy,1998,,Oman
Netherlands,1998,,Oman
Norway,1998,,Oman
Pakistan,1998,,Oman
Qatar,1998,,Oman
Singapore,1998,,Oman
South Africa,1998,,Oman
Spain,1998,,Oman
Sweden,1998,,Oman
Switzerland,1998,,Oman
UAE,1998,,Oman
United Kingdom,1998,9,Oman
United States,1998,12,Oman
Australia,1999,,Oman
Canada,1999,,Oman
China,1999,,Oman
Denmark,1999,,Oman
Egypt,1999,,Oman
France,1999,,Oman
Germany (FRG),1999,,Oman
Italy,1999,,Oman
Netherlands,1999,,Oman
Norway,1999,,Oman
Pakistan,1999,,Oman
Qatar,1999,,Oman
Singapore,1999,,Oman
South Africa,1999,,Oman
Spain,1999,,Oman
Sweden,1999,,Oman
Switzerland,1999,,Oman
UAE,1999,,Oman
United Kingdom,1999,,Oman
United States,1999,,Oman
Australia,2000,,Oman
Canada,2000,6,Oman
China,2000,,Oman
Denmark,2000,,Oman
Egypt,2000,,Oman
France,2000,,Oman
Germany (FRG),2000,,Oman
Italy,2000,,Oman
Netherlands,2000,,Oman
Norway,2000,,Oman
Pakistan,2000,,Oman
Qatar,2000,,Oman
Singapore,2000,,Oman
South Africa,2000,,Oman
Spain,2000,,Oman
Sweden,2000,,Oman
Switzerland,2000,14,Oman
UAE,2000,,Oman
United Kingdom,2000,98,Oman
United States,2000,,Oman
Australia,2001,,Oman
Canada,2001,1,Oman
China,2001,,Oman
Denmark,2001,,Oman
Egypt,2001,,Oman
France,2001,5,Oman
Germany (FRG),2001,,Oman
Italy,2001,9,Oman
Netherlands,2001,,Oman
Norway,2001,,Oman
Pakistan,2001,,Oman
Qatar,2001,,Oman
Singapore,2001,,Oman
South Africa,2001,,Oman
Spain,2001,,Oman
Sweden,2001,,Oman
Switzerland,2001,3,Oman
UAE,2001,,Oman
United Kingdom,2001,14,Oman
United States,2001,1,Oman
Australia,2002,,Oman
Canada,2002,,Oman
China,2002,3,Oman
Denmark,2002,,Oman
Egypt,2002,,Oman
France,2002,11,Oman
Germany (FRG),2002,,Oman
Italy,2002,,Oman
Netherlands,2002,,Oman
Norway,2002,,Oman
Pakistan,2002,1,Oman
Qatar,2002,,Oman
Singapore,2002,,Oman
South Africa,2002,,Oman
Spain,2002,,Oman
Sweden,2002,,Oman
Switzerland,2002,,Oman
UAE,2002,,Oman
United Kingdom,2002,19,Oman
United States,2002,6,Oman
Australia,2003,,Oman
Canada,2003,,Oman
China,2003,15,Oman
Denmark,2003,,Oman
Egypt,2003,,Oman
France,2003,14,Oman
Germany (FRG),2003,,Oman
Italy,2003,,Oman
Netherlands,2003,,Oman
Norway,2003,,Oman
Pakistan,2003,,Oman
Qatar,2003,,Oman
Singapore,2003,,Oman
South Africa,2003,,Oman
Spain,2003,,Oman
Sweden,2003,,Oman
Switzerland,2003,,Oman
UAE,2003,,Oman
United Kingdom,2003,3,Oman
United States,2003,4,Oman
Australia,2004,,Oman
Canada,2004,,Oman
China,2004,,Oman
Denmark,2004,,Oman
Egypt,2004,,Oman
France,2004,3,Oman
Germany (FRG),2004,,Oman
Italy,2004,,Oman
Netherlands,2004,,Oman
Norway,2004,,Oman
Pakistan,2004,,Oman
Qatar,2004,,Oman
Singapore,2004,,Oman
South Africa,2004,,Oman
Spain,2004,,Oman
Sweden,2004,,Oman
Switzerland,2004,,Oman
UAE,2004,,Oman
United Kingdom,2004,25,Oman
United States,2004,13,Oman
Australia,2005,,Oman
Canada,2005,,Oman
China,2005,,Oman
Denmark,2005,,Oman
Egypt,2005,,Oman
France,2005,,Oman
Germany (FRG),2005,,Oman
Italy,2005,,Oman
Netherlands,2005,,Oman
Norway,2005,,Oman
Pakistan,2005,,Oman
Qatar,2005,,Oman
Singapore,2005,,Oman
South Africa,2005,,Oman
Spain,2005,,Oman
Sweden,2005,,Oman
Switzerland,2005,,Oman
UAE,2005,,Oman
United Kingdom,2005,25,Oman
United States,2005,148,Oman
Australia,2006,,Oman
Canada,2006,,Oman
China,2006,,Oman
Denmark,2006,,Oman
Egypt,2006,,Oman
France,2006,3,Oman
Germany (FRG),2006,,Oman
Italy,2006,,Oman
Netherlands,2006,,Oman
Norway,2006,,Oman
Pakistan,2006,,Oman
Qatar,2006,,Oman
Singapore,2006,,Oman
South Africa,2006,,Oman
Spain,2006,,Oman
Sweden,2006,,Oman
Switzerland,2006,,Oman
UAE,2006,15,Oman
United Kingdom,2006,,Oman
United States,2006,283,Oman
Australia,2007,,Oman
Canada,2007,,Oman
China,2007,,Oman
Denmark,2007,,Oman
Egypt,2007,,Oman
France,2007,,Oman
Germany (FRG),2007,,Oman
Italy,2007,,Oman
Netherlands,2007,,Oman
Norway,2007,,Oman
Pakistan,2007,,Oman
Qatar,2007,,Oman
Singapore,2007,,Oman
South Africa,2007,,Oman
Spain,2007,,Oman
Sweden,2007,,Oman
Switzerland,2007,,Oman
UAE,2007,,Oman
United Kingdom,2007,,Oman
United States,2007,16,Oman
Australia,2008,,Oman
Canada,2008,4,Oman
China,2008,,Oman
Denmark,2008,,Oman
Egypt,2008,,Oman
France,2008,,Oman
Germany (FRG),2008,,Oman
Italy,2008,,Oman
Netherlands,2008,,Oman
Norway,2008,,Oman
Pakistan,2008,,Oman
Qatar,2008,,Oman
Singapore,2008,,Oman
South Africa,2008,,Oman
Spain,2008,,Oman
Sweden,2008,,Oman
Switzerland,2008,,Oman
UAE,2008,,Oman
United Kingdom,2008,,Oman
United States,2008,71,Oman
Australia,2009,,Oman
Canada,2009,,Oman
China,2009,,Oman
Denmark,2009,,Oman
Egypt,2009,,Oman
France,2009,91,Oman
Germany (FRG),2009,,Oman
Italy,2009,,Oman
Netherlands,2009,,Oman
Norway,2009,,Oman
Pakistan,2009,,Oman
Qatar,2009,,Oman
Singapore,2009,,Oman
South Africa,2009,,Oman
Spain,2009,,Oman
Sweden,2009,,Oman
Switzerland,2009,,Oman
UAE,2009,,Oman
United Kingdom,2009,,Oman
United States,2009,2,Oman
Australia,2010,,Oman
Canada,2010,,Oman
China,2010,,Oman
Denmark,2010,,Oman
Egypt,2010,,Oman
France,2010,14,Oman
Germany (FRG),2010,,Oman
Italy,2010,14,Oman
Netherlands,2010,,Oman
Norway,2010,,Oman
Pakistan,2010,,Oman
Qatar,2010,,Oman
Singapore,2010,,Oman
South Africa,2010,,Oman
Spain,2010,,Oman
Sweden,2010,,Oman
Switzerland,2010,,Oman
UAE,2010,,Oman
United Kingdom,2010,,Oman
United States,2010,2,Oman
Australia,2011,,Oman
Canada,2011,,Oman
China,2011,,Oman
Denmark,2011,,Oman
Egypt,2011,,Oman
France,2011,14,Oman
Germany (FRG),2011,,Oman
Italy,2011,7,Oman
Netherlands,2011,,Oman
Norway,2011,,Oman
Pakistan,2011,,Oman
Qatar,2011,,Oman
Singapore,2011,,Oman
South Africa,2011,,Oman
Spain,2011,,Oman
Sweden,2011,,Oman
Switzerland,2011,,Oman
UAE,2011,,Oman
United Kingdom,2011,,Oman
United States,2011,,Oman
Australia,2012,,Oman
Canada,2012,,Oman
China,2012,,Oman
Denmark,2012,,Oman
Egypt,2012,,Oman
France,2012,82,Oman
Germany (FRG),2012,,Oman
Italy,2012,,Oman
Netherlands,2012,,Oman
Norway,2012,,Oman
Pakistan,2012,,Oman
Qatar,2012,,Oman
Singapore,2012,,Oman
South Africa,2012,,Oman
Spain,2012,,Oman
Sweden,2012,,Oman
Switzerland,2012,,Oman
UAE,2012,,Oman
United Kingdom,2012,,Oman
United States,2012,38,Oman
Australia,2013,,Oman
Canada,2013,4,Oman
China,2013,,Oman
Denmark,2013,,Oman
Egypt,2013,,Oman
France,2013,82,Oman
Germany (FRG),2013,16,Oman
Italy,2013,6,Oman
Netherlands,2013,35,Oman
Norway,2013,,Oman
Pakistan,2013,,Oman
Qatar,2013,,Oman
Singapore,2013,,Oman
South Africa,2013,0,Oman
Spain,2013,24,Oman
Sweden,2013,,Oman
Switzerland,2013,,Oman
UAE,2013,,Oman
United Kingdom,2013,289,Oman
United States,2013,35,Oman
Australia,2014,,Oman
Canada,2014,4,Oman
China,2014,,Oman
Denmark,2014,,Oman
Egypt,2014,,Oman
France,2014,68,Oman
Germany (FRG),2014,8,Oman
Italy,2014,3,Oman
Netherlands,2014,17,Oman
Norway,2014,,Oman
Pakistan,2014,,Oman
Qatar,2014,,Oman
Singapore,2014,,Oman
South Africa,2014,,Oman
Spain,2014,24,Oman
Sweden,2014,,Oman
Switzerland,2014,,Oman
UAE,2014,,Oman
United Kingdom,2014,145,Oman
United States,2014,468,Oman
Australia,2015,,Oman
Canada,2015,4,Oman
China,2015,,Oman
Denmark,2015,5,Oman
Egypt,2015,,Oman
France,2015,,Oman
Germany (FRG),2015,,Oman
Italy,2015,6,Oman
Netherlands,2015,19,Oman
Norway,2015,,Oman
Pakistan,2015,,Oman
Qatar,2015,,Oman
Singapore,2015,46,Oman
South Africa,2015,1,Oman
Spain,2015,43,Oman
Sweden,2015,,Oman
Switzerland,2015,,Oman
UAE,2015,,Oman
United Kingdom,2015,,Oman
United States,2015,,Oman
Australia,2016,40,Oman
Canada,2016,4,Oman
China,2016,,Oman
Denmark,2016,5,Oman
Egypt,2016,,Oman
France,2016,,Oman
Germany (FRG),2016,,Oman
Italy,2016,6,Oman
Netherlands,2016,19,Oman
Norway,2016,100,Oman
Pakistan,2016,,Oman
Qatar,2016,,Oman
Singapore,2016,46,Oman
South Africa,2016,,Oman
Spain,2016,69,Oman
Sweden,2016,,Oman
Switzerland,2016,,Oman
UAE,2016,,Oman
United Kingdom,2016,,Oman
United States,2016,105,Oman
Egypt,1988,,Palestine
Russia,1988,,Palestine
Saudi Arabia,1988,,Palestine
Egypt,1989,,Palestine
Russia,1989,,Palestine
Saudi Arabia,1989,,Palestine
Egypt,1990,,Palestine
Russia,1990,,Palestine
Saudi Arabia,1990,,Palestine
Egypt,1991,,Palestine
Russia,1991,,Palestine
Saudi Arabia,1991,,Palestine
Egypt,1992,,Palestine
Russia,1992,,Palestine
Saudi Arabia,1992,,Palestine
Egypt,1993,,Palestine
Russia,1993,,Palestine
Saudi Arabia,1993,,Palestine
Egypt,1994,5,Palestine
Russia,1994,,Palestine
Saudi Arabia,1994,,Palestine
Egypt,1995,,Palestine
Russia,1995,1,Palestine
Saudi Arabia,1995,,Palestine
Egypt,1996,,Palestine
Russia,1996,7,Palestine
Saudi Arabia,1996,1,Palestine
Egypt,1997,,Palestine
Russia,1997,,Palestine
Saudi Arabia,1997,,Palestine
Egypt,1998,,Palestine
Russia,1998,,Palestine
Saudi Arabia,1998,,Palestine
Egypt,1999,,Palestine
Russia,1999,,Palestine
Saudi Arabia,1999,,Palestine
Egypt,2000,,Palestine
Russia,2000,,Palestine
Saudi Arabia,2000,,Palestine
Egypt,2001,,Palestine
Russia,2001,,Palestine
Saudi Arabia,2001,,Palestine
Egypt,2002,,Palestine
Russia,2002,,Palestine
Saudi Arabia,2002,,Palestine
Egypt,2003,,Palestine
Russia,2003,,Palestine
Saudi Arabia,2003,,Palestine
Egypt,2004,,Palestine
Russia,2004,,Palestine
Saudi Arabia,2004,,Palestine
Egypt,2005,,Palestine
Russia,2005,,Palestine
Saudi Arabia,2005,,Palestine
Egypt,2006,,Palestine
Russia,2006,,Palestine
Saudi Arabia,2006,,Palestine
Egypt,2007,,Palestine
Russia,2007,2,Palestine
Saudi Arabia,2007,,Palestine
Egypt,2008,,Palestine
Russia,2008,,Palestine
Saudi Arabia,2008,,Palestine
Egypt,2009,,Palestine
Russia,2009,14,Palestine
Saudi Arabia,2009,,Palestine
Egypt,2010,,Palestine
Russia,2010,6,Palestine
Saudi Arabia,2010,,Palestine
Egypt,2011,,Palestine
Russia,2011,,Palestine
Saudi Arabia,2011,,Palestine
Egypt,2012,,Palestine
Russia,2012,,Palestine
Saudi Arabia,2012,,Palestine
Egypt,2013,,Palestine
Russia,2013,,Palestine
Saudi Arabia,2013,,Palestine
Egypt,2014,,Palestine
Russia,2014,,Palestine
Saudi Arabia,2014,,Palestine
Egypt,2015,,Palestine
Russia,2015,,Palestine
Saudi Arabia,2015,,Palestine
Egypt,2016,,Palestine
Russia,2016,,Palestine
Saudi Arabia,2016,,Palestine
Belgium,1988,,Qatar
Belgium,1989,,Qatar
